file_path,split_group,class,prefix
../data/raw\train\neutral\Training_97081766.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97091455.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97135372.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97184442.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97237468.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97237579.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97243426.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97251307.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97256484.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97267200.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97270054.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97295691.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9732451.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97345253.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97354790.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97372968.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97392241.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97415939.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97421063.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97436268.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97467364.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97472978.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97473898.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97483483.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97498285.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97512270.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97523408.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97526543.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97543172.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9756567.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97571317.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97574594.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97625645.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97696525.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97709842.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97715659.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97724222.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97730202.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97774972.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97808527.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97816053.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97816945.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9782199.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97840129.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97843698.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97875980.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97876144.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97880710.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97881763.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97904226.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97904386.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97921418.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97975245.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97983458.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_97992548.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98013147.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_980544.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9807452.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98084650.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98086491.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98123.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98144439.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98224339.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98229628.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98303231.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98325157.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98327449.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98336376.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98372437.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98403118.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98425931.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98426162.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98462092.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9846544.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98470246.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98470407.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98483281.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98483459.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98500958.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98523342.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98527754.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98532283.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98537713.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98586357.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98626196.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98631668.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98644350.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98667765.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98674285.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98777660.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98793745.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98813030.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98815189.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98825329.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98826048.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9883744.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98838891.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98844918.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98871196.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98881815.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98897485.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98903134.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98911837.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98951388.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98951914.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98958507.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_98971826.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99010157.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99019653.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99020827.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99021192.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99088484.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99088787.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99095324.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99123877.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99139714.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99170268.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99266316.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99270563.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99290709.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99304553.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99312377.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99334821.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99339110.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99369006.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99379678.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99396766.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_9943124.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99435068.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99503815.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99504759.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_995545.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99569677.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99581423.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99607044.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99653264.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99672252.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99691598.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99746769.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99760416.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99766691.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99768823.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99840794.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99862686.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99878414.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99889904.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99911509.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99917717.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99959472.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99968496.jpg,TRAIN,neutral,Training_
../data/raw\train\neutral\Training_99969020.jpg,TRAIN,neutral,Training_
../data/raw\train\sad\Training_10022789.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10031481.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10048646.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10057152.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10091569.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10094936.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10099928.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10111384.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10115766.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10118724.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10122997.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10134025.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1015213.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10176265.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10192232.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10204058.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10235859.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10248550.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10274140.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10336071.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10351430.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10358725.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10392723.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10399611.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10408895.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10444028.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10449200.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10474133.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1055316.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10576214.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10631290.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10642717.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10643239.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10650422.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10659901.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10662933.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10665136.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10677931.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1068344.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1073726.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10745478.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10783695.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10842325.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10883978.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1088995.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10926620.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10933874.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10945017.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10963954.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_10984846.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11002375.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11007176.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11036409.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11077810.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11080278.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11084787.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11106902.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11108167.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11112803.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11113914.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11147314.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11175351.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11176123.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11213251.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11213631.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1121862.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11252884.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11306276.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11324743.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11357913.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11360169.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11398410.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11403726.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1143303.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11438708.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11477131.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11495011.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11497637.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11497814.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11518295.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11527318.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11527959.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11569849.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11657632.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11671760.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11717166.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11748302.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11764291.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11803117.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11809484.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11815662.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11823551.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11826896.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11886129.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11981883.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1198552.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11991940.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_11992136.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1201574.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_120178.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12021437.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12031109.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1207013.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12107145.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12153004.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12164462.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12165608.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12167049.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12195505.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12219704.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12237379.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12246265.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12251435.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12292098.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12294937.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12307301.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12324341.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12354633.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12362062.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12388277.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12396877.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12413821.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12430540.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12437406.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12443831.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12497587.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12548405.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12552898.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12626293.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12671812.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12677038.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12685409.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12725910.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12726315.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12726972.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12737709.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12743457.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12752342.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12752399.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12765925.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12772852.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12780369.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12844972.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12885734.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12934389.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12951238.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12970444.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_12982580.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13014130.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13027932.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13038437.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13044927.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13046418.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13065054.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13083861.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13086886.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13114760.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_131185.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13159148.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13229897.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13271881.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13283536.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13299816.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13303216.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13306114.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13307281.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13323545.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13414103.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13457240.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13458894.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13488691.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13491293.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13524796.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13526687.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13570729.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1357189.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13576592.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1361521.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13617075.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1362985.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13633741.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13640096.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13653687.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13658077.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13658278.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13672852.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1369050.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13714103.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13716815.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13732213.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13755766.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13755823.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13781491.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13813927.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1382203.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1388352.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1389436.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1389634.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13913693.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13922362.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13969946.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_13988860.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14031546.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14036111.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14051717.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14064486.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14163500.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14168201.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14187050.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1419284.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14197815.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14209776.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14259665.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1425995.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14282551.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14320317.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1436609.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14405139.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1441647.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1444262.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14462731.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14527512.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14536579.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14542790.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14544731.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14552155.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14577944.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14603630.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14620372.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14625704.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14634436.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14642114.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14642235.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14661121.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_1466534.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14674275.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14684458.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14708979.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14713987.jpg,TRAIN,sad,Training_
../data/raw\train\sad\Training_14715147.jpg,TRAIN,sad,Training_
