group_id,method,file_path,split_group,class
dhash_1243,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98334836.jpg,TRAIN,surprise
dhash_1244,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40243547.jpg,TRAIN,surprise
dhash_1244,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_18712944.jpg,TEST,surprise
dhash_1245,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40245229.jpg,TRAIN,surprise
dhash_1245,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_53566216.jpg,TRAIN,surprise
dhash_1246,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40526385.jpg,TRAIN,surprise
dhash_1246,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_75177423.jpg,TRAIN,surprise
dhash_1247,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4057446.jpg,TRAIN,surprise
dhash_1247,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66095670.jpg,TRAIN,surprise
dhash_1248,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40757316.jpg,TRAIN,surprise
dhash_1248,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_99182527.jpg,TRAIN,surprise
dhash_1249,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40791033.jpg,TRAIN,surprise
dhash_1249,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_45360576.jpg,TRAIN,surprise
dhash_1250,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40834985.jpg,TRAIN,surprise
dhash_1250,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_54695888.jpg,TRAIN,surprise
dhash_1251,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4086348.jpg,TRAIN,surprise
dhash_1251,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_61057825.jpg,VAL,surprise
dhash_1252,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40920632.jpg,TRAIN,surprise
dhash_1252,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_80572685.jpg,TEST,surprise
dhash_1253,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_40985714.jpg,TRAIN,surprise
dhash_1253,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98539906.jpg,TRAIN,surprise
dhash_1254,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_41190551.jpg,TRAIN,surprise
dhash_1254,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64263913.jpg,TRAIN,surprise
dhash_1255,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_41381663.jpg,TRAIN,surprise
dhash_1255,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_62471042.jpg,TRAIN,surprise
dhash_1256,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_41749867.jpg,TRAIN,surprise
dhash_1256,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_80050957.jpg,TRAIN,surprise
dhash_1257,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_41773435.jpg,TRAIN,surprise
dhash_1257,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_4616983.jpg,VAL,surprise
dhash_1258,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_41838590.jpg,TRAIN,surprise
dhash_1258,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_4493968.jpg,VAL,surprise
dhash_1259,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_42185251.jpg,TRAIN,surprise
dhash_1259,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98511054.jpg,TRAIN,surprise
dhash_1260,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_42375836.jpg,TRAIN,surprise
dhash_1260,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49242724.jpg,TRAIN,surprise
dhash_1260,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_9932811.jpg,TRAIN,surprise
dhash_1261,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4241438.jpg,TRAIN,surprise
dhash_1261,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_93735232.jpg,TRAIN,surprise
dhash_1262,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4246850.jpg,TRAIN,surprise
dhash_1262,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_87139359.jpg,TRAIN,surprise
dhash_1263,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4284635.jpg,TRAIN,surprise
dhash_1263,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68026713.jpg,TRAIN,surprise
dhash_1264,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_42876931.jpg,TRAIN,surprise
dhash_1264,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_57745831.jpg,TRAIN,surprise
dhash_1265,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43049468.jpg,TRAIN,surprise
dhash_1265,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70924231.jpg,TRAIN,surprise
dhash_1266,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43084210.jpg,TRAIN,surprise
dhash_1266,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_48628749.jpg,TEST,surprise
dhash_1267,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43087527.jpg,TRAIN,surprise
dhash_1267,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_5301428.jpg,TRAIN,surprise
dhash_1267,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_33008622.jpg,TEST,surprise
dhash_1268,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43125266.jpg,TRAIN,surprise
dhash_1268,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70472459.jpg,TRAIN,surprise
dhash_1268,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_32575449.jpg,VAL,surprise
dhash_1269,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43305160.jpg,TRAIN,surprise
dhash_1269,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_45096582.jpg,TRAIN,surprise
dhash_1270,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43455838.jpg,TRAIN,surprise
dhash_1270,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_53150252.jpg,TRAIN,surprise
dhash_1271,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43457096.jpg,TRAIN,surprise
dhash_1271,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_8350108.jpg,TRAIN,surprise
dhash_1272,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43528776.jpg,TRAIN,surprise
dhash_1272,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68347899.jpg,TRAIN,surprise
dhash_1272,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_66164599.jpg,TEST,surprise
dhash_1272,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_68423633.jpg,VAL,surprise
dhash_1273,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43664635.jpg,TRAIN,surprise
dhash_1273,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46423141.jpg,TRAIN,surprise
dhash_1274,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_43878792.jpg,TRAIN,surprise
dhash_1274,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_77255605.jpg,TRAIN,surprise
dhash_1275,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4406154.jpg,TRAIN,surprise
dhash_1275,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_82417308.jpg,TRAIN,surprise
dhash_1275,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98828949.jpg,TRAIN,surprise
dhash_1276,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_44090588.jpg,TRAIN,surprise
dhash_1276,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_38343743.jpg,TEST,surprise
dhash_1277,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_44160026.jpg,TRAIN,surprise
dhash_1277,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64386736.jpg,TRAIN,surprise
dhash_1278,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_44162804.jpg,TRAIN,surprise
dhash_1278,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_88092704.jpg,TRAIN,surprise
dhash_1279,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_44256987.jpg,TRAIN,surprise
dhash_1279,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_95187678.jpg,TRAIN,surprise
dhash_1280,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_44495606.jpg,TRAIN,surprise
dhash_1280,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_83997303.jpg,VAL,surprise
dhash_1281,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4491444.jpg,TRAIN,surprise
dhash_1281,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_29531738.jpg,VAL,surprise
dhash_1282,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_44946258.jpg,TRAIN,surprise
dhash_1282,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49536666.jpg,TRAIN,surprise
dhash_1283,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_45596562.jpg,TRAIN,surprise
dhash_1283,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_81832781.jpg,TEST,surprise
dhash_1284,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_45674569.jpg,TRAIN,surprise
dhash_1284,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_74852965.jpg,TRAIN,surprise
dhash_1285,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_45750183.jpg,TRAIN,surprise
dhash_1285,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_63069551.jpg,VAL,surprise
dhash_1286,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46244487.jpg,TRAIN,surprise
dhash_1286,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76860074.jpg,TRAIN,surprise
dhash_1286,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_67564456.jpg,TEST,surprise
dhash_1286,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_22228657.jpg,VAL,surprise
dhash_1286,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_81489797.jpg,VAL,surprise
dhash_1287,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46294762.jpg,TRAIN,surprise
dhash_1287,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_29203341.jpg,VAL,surprise
dhash_1288,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46386777.jpg,TRAIN,surprise
dhash_1288,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_62544233.jpg,TEST,surprise
dhash_1289,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46469797.jpg,TRAIN,surprise
dhash_1289,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_44179455.jpg,VAL,surprise
dhash_1290,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46699950.jpg,TRAIN,surprise
dhash_1290,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_72822627.jpg,TEST,surprise
dhash_1291,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4684848.jpg,TRAIN,surprise
dhash_1291,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69351834.jpg,TRAIN,surprise
dhash_1292,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46869051.jpg,TRAIN,surprise
dhash_1292,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_40559227.jpg,VAL,surprise
dhash_1292,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_742095.jpg,VAL,surprise
dhash_1293,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_46951693.jpg,TRAIN,surprise
dhash_1293,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47016746.jpg,TRAIN,surprise
dhash_1294,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47152690.jpg,TRAIN,surprise
dhash_1294,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_92248829.jpg,TRAIN,surprise
dhash_1295,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47389304.jpg,TRAIN,surprise
dhash_1295,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66857283.jpg,TRAIN,surprise
dhash_1296,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47392063.jpg,TRAIN,surprise
dhash_1296,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_8649769.jpg,TRAIN,surprise
dhash_1297,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47454806.jpg,TRAIN,surprise
dhash_1297,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_58028329.jpg,TRAIN,surprise
dhash_1297,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_60648560.jpg,TRAIN,surprise
dhash_1298,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47528661.jpg,TRAIN,surprise
dhash_1298,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_91683315.jpg,TRAIN,surprise
dhash_1299,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47538569.jpg,TRAIN,surprise
dhash_1299,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71772439.jpg,TRAIN,surprise
dhash_1300,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47585928.jpg,TRAIN,surprise
dhash_1300,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_20732965.jpg,TEST,surprise
dhash_1301,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_47661010.jpg,TRAIN,surprise
dhash_1301,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_92652268.jpg,TRAIN,surprise
dhash_1302,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_48128835.jpg,TRAIN,surprise
dhash_1302,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76197344.jpg,TRAIN,surprise
dhash_1303,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_48424782.jpg,TRAIN,surprise
dhash_1303,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_45066375.jpg,VAL,surprise
dhash_1304,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_484328.jpg,TRAIN,surprise
dhash_1304,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_18884751.jpg,VAL,surprise
dhash_1305,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_48503407.jpg,TRAIN,surprise
dhash_1305,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_797925.jpg,TRAIN,surprise
dhash_1306,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_48523086.jpg,TRAIN,surprise
dhash_1306,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_35732235.jpg,TEST,surprise
dhash_1307,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_48641450.jpg,TRAIN,surprise
dhash_1307,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_58053914.jpg,TRAIN,surprise
dhash_1308,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4897533.jpg,TRAIN,surprise
dhash_1308,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_13722582.jpg,VAL,surprise
dhash_1309,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_48991307.jpg,TRAIN,surprise
dhash_1309,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_8614414.jpg,TRAIN,surprise
dhash_1310,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49098682.jpg,TRAIN,surprise
dhash_1310,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_7058239.jpg,VAL,surprise
dhash_1311,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49199705.jpg,TRAIN,surprise
dhash_1311,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_72703215.jpg,TRAIN,surprise
dhash_1312,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49269050.jpg,TRAIN,surprise
dhash_1312,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_75916013.jpg,TRAIN,surprise
dhash_1313,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49603681.jpg,TRAIN,surprise
dhash_1313,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_82657965.jpg,TRAIN,surprise
dhash_1314,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_4987099.jpg,TRAIN,surprise
dhash_1314,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68206183.jpg,TRAIN,surprise
dhash_1315,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_49927339.jpg,TRAIN,surprise
dhash_1315,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_52481224.jpg,TRAIN,surprise
dhash_1316,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50228863.jpg,TRAIN,surprise
dhash_1316,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69186969.jpg,TRAIN,surprise
dhash_1316,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_66326152.jpg,VAL,surprise
dhash_1317,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50273948.jpg,TRAIN,surprise
dhash_1317,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_90347319.jpg,TRAIN,surprise
dhash_1317,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_99233432.jpg,TRAIN,surprise
dhash_1317,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_18109329.jpg,TEST,surprise
dhash_1318,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50409541.jpg,TRAIN,surprise
dhash_1318,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_74762386.jpg,TEST,surprise
dhash_1319,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50438699.jpg,TRAIN,surprise
dhash_1319,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_61423708.jpg,TRAIN,surprise
dhash_1319,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_32430628.jpg,TEST,surprise
dhash_1320,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_5047354.jpg,TRAIN,surprise
dhash_1320,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_14204552.jpg,TEST,surprise
dhash_1321,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50497555.jpg,TRAIN,surprise
dhash_1321,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68730211.jpg,TRAIN,surprise
dhash_1321,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69954084.jpg,TRAIN,surprise
dhash_1322,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50544790.jpg,TRAIN,surprise
dhash_1322,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_6662140.jpg,TRAIN,surprise
dhash_1323,dhash,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_50677780.jpg,TRAIN,surprise
